Case_id,Ss,Head_Notes,Murder,Dacoity,Rape,Fraud,Robbery or Theft,Kidnapp
214,302(b),"S. 302(b)--- Qatl-i-amd---Appreciation of evidence---Benefit of doubt---Ocular account and medical evidence---Contradictions---Accused was charged for committing murder of his wife/sister of the complainant by throttling her neck---Prosecution story was negated by the postmortem report wherein three injuries in the shape of bruises were found on the neck of deceased but Medical Officer had stated in her cross-examination that hyoid bone was not broken and ribs as well as cartilages were not damaged---Although cause of death was manual strangulation (throttling) leading to asphyxia, nonetheless, it did not appear to have occurred in the manner suggested in the crime report---Appeal against conviction was allowed, in circumstances.",1,0,0,0,0,0
215,302,"S. 302(b)--- Qatl-i-amd---Understanding the evidence—The benefit of doubt—The difference between eyewitness accounts and medical evidence—Discrepancies—The accused was charged with killing his wife, who was the complainant's sister, by squeezing her neck.The prosecution's story was shot down by the postmortem report, which showed that the victim's neck had three bruises. However, the medical officer testified during cross-examination that the victim's hyoid bone was not broken and that no cartilages or ribs were hurt.Manual choking (throttling) leading to asphyxiation was listed as the cause of death, but it did not look like it happened the way the crime report said it did. An appeal against the conviction was allowed in this case.",1,0,0,0,0,0
734,395,"S. 497---Penal Code (XLV of 1860), Ss. 395, 342 & 506---Constitution of Pakistan, Art. 185(3)---Dacoity , wrongful confinement, criminal intimidation---Bail, grant of---Further inquiry---Crime report was lodged after a lapse of nine months and sixteen days---Only explanation given by the complainant for such delay was that he was himself trying to find the robbed property, and when he got to know that it was the accused who had allegedly robbed his car, he approached him to return his property and on his refusal he lodged the crime report---Such explanation could not be accepted---Case record was silent as to on which date, the complainant got the information and when did he approach the accused---Nothing was on record to indicate as to why the accused kept mum for such a long period of time and did not even bother to inform the Police---No recovery had been affected from the accused despite of the fact that he remained with the police on physical remand for a considerable period of time---Accused was behind the bars for the last more than five months---Accused had made out a case for bail as his case squarely fell within the purview of section 497(2), Cr.P.C. entitling for further inquiry into his guilt, which even otherwise did not fall within the prohibitory clause of section 497, Cr.P.C---Petition for leave to appeal was converted into appeal and allowed, and accused was admitted to bail.",0,1,0,0,0,0
735,395,"S. 497---Penal Code (XLV of 1860), Ss. 395, 342 & 506---Constitution of Pakistan, Art. 185(3)---Dacoity, wrongfully holding someone, criminal intimidation—Bail, grant ofFor more information—The crime report was filed nine months and sixteen days after the theft. The complainant's only reason for the delay was that he was himself looking for the stolen goods. When he realized that the accused was the one who had allegedly stolen his car, he asked him to return the goods and when he refused, he filed the report. This excuse could not be accepted.There was no information in the case file about when the accuser got the information or when he talked to the accused.Evidence did not show why the accused did not say anything for such a long time and did not even try to call the police.The accused had not been tracked down for a long time, even though he was on physical remand with the police. The accused had been locked up for more than five months. The accused had a strong case for bail because his case clearly fell under section 497(2), Cr.P.C., which allows for further investigation into his guilt and does not fall under the prohibitory clause of section 497, Cr.P.C. The petition for leave to appeal was turned into an appeal and granted, and the accused was released on bail.",0,1,0,0,0,0
930,396,"Ss. 302, 396, 324 & 149---Dacoity with murder, attempt to commit qatl-i-amd, unlawful assembly---Reappraisal of evidence---The matter was reported to the police, and the formal FIR was registered on the same day---In the crime report, the names of the accused were not mentioned obviously because they were not known to the complainant party, but their features were specifically given in the crime report---Witnesses of the ocular account remained consistent on each and every material point qua the date, time, mode, manner of the occurrence, and the location of the injuries on the persuading party---The medical evidence totally supported the injured witness's injuries---Testimony of the injured witness as well as the stamp of injuries on his person plainly showed his attendance at the scene---The Judicial Magistrate observed all codal formalities and guidelines for the identification parade---Accused persons remained in the complainant's house for an extended period of time, and the complainant had close proximity to remember them, allowing him to identify them later---Medical evidence on the record corroborated the ocular testimony in terms of the nature, time, location, and impact of the injuries on the person of the deceased and injured---Petitions for leave to appeal were denied.",1,1,0,0,0,0
931,396,"Ss. 302, 396, 324 & 149---Dacoity with murder, attempt to commit qatl-i-amd, unlawful assembly---Reappraisal of evidence---Witnesses of the eyewitness account were consistent on every material point qua date, time, mode, manner of the occurrence, and the location of the injuries on the persuading party. The police were notified of the matter and the formal FIR was registered on the same day. The names of the accused were not explicitly mentioned in the crime report because the complainant party did not know them, but their features were provided.The injured witness's testimony and the marks on his body provided strong evidence of his presence at the scene of the accident. The Judicial Magistrate followed all the rules and procedures for the identification parade. The accused stayed at the complainant's house for a long time, and the complainant was close enough to remember them, so he was able to identify them later.The denial of petitions for permission to appeal was based on medical evidence that supported the ocular testimony regarding the type, timing, location, and effect of the injuries on the persons involved.",1,1,0,0,0,0
1043,395,"Ss. 365, 395, 324, 353, 186 & 34---Abduction for ransom, Dacoity , attempt to commit qatl-i-amd, assault or criminal force to deter public servant from discharge of his duty, obstructing public servant in discharge of public functions, common intention---Appreciation of evidence---Conflict in statements of abductees---Accused was charged that he along with his co-accused kidnapped the clerk and brother of the complainant and also took account registers and cash amount of diesel amounting to rupees five million, and later, encounter took place which resulted into death of two accused persons---Perusal of statements of two abductees were found to be contradictory on material points---Abductee had not recognized the accused as an accused who had any role to play in his abduction, while the other abductee, in his Court statement, had recognized the accused as one of the accused who was present with main accused who had abducted clerk of complainant---Absolutely no role had been attributed to the accused by any of the witnesses---Identification of accused in Court by the abductee had been considered incriminatory by the Trial Court for the purpose of convicting the accused---Since, admittedly the accused was not known to the abductees and the Investigating Officer did not conduct any identification parade, so identification of accused by abductee in Court was not safe as abductee had not assigned any role to the accused in the whole episode, starting from his abduction till his recovery---Circumstances established that the prosecution had failed to prove its case against the accused beyond any shadow of doubt---Appeal against conviction was allowed, in circumstances.",1,1,0,0,0,1
1044,395,"Ss. 365, 395, 324, 353, 186 & 34---Abduction for ransom, Dacoity , attempt to commit qatl-i-amd, assault or criminal force to deter public servant from discharge of his duty, obstructing public servant in discharge of public functions, common intention---Recognition of evidence—Disputes around abductee testimonies—The accused and his co-defendants were accused of abducting the complainant's brother and clerk, as well as taking five million rupees in diesel and account registers. An encounter ensued, leading to the deaths of two of the accused. Upon reviewing the statements of the two abductees, it was discovered that they were contradictory on important points. The abductee denied any involvement of the accused in his abduction, while the other abductee acknowledged the accused as one of the conspirators who had abducted the clerk of the complainant.The prosecution failed to prove its case against the accused beyond a reasonable doubt, and the abductee could not safely identify the accused in court because he had not assigned any role to the accused throughout the whole episode, from his abduction to his recovery. Consequently, the trial court found that the abductee's testimony in identifying the accused was incriminating and used it to convict the accused.",1,1,0,0,0,1
51,22,"S. 22-A---Ex-officio Justice of Peace, powers of---Scope---Appellant had filed a petition under S.22-A, Cr.P.C., seeking direction for the registration of criminal case against police officials for trespassing into the house of appellant, outraging the modesty of womenfolk and commission of Dacoity on gunpoint while taking away precious articles from his house---Validity---Justice of Peace, being quasi-judicial forum, had to pass such like orders judiciously and he had rightly appreciated the controversy between the parties keeping in view the commission of cognizable offence---Single Judge of High Court had referred the matter to the District Police Officer with the direction to summon both the parties, hear them out and proceed strictly in accordance with law without being prejudiced from the order passed by the Justice of Peace and disposed of the matter---Exercise undertaken by the Single Judge amounted to putting the cart before the horse---Genuineness or otherwise of the accusation made against the proposed accused was serious in nature, which required for thorough probe during investigation after registration of the case especially, when it was against the police officials---Single Judge had failed to appreciate the actual facts of the case and thereby committed material irregularity and illegality while passing the impugned order, which warranted interference---Order passed by Single Judge was set aside and the S.H.O. concerned was directed to record the statement of petitioner under S. 154, Cr.P.C. Appeal was allowed, in circumstances.",0,1,0,0,0,0
52,22,"S. 22-A---By virtue of one's position or office. Justice of Peace, powers of---Scope---Appellant had filed a petition under S.22-A, Cr.P.C., seeking direction for the registration of criminal case against police officials for trespassing into the house of appellant, outraging the modesty of womenfolk and commission of Dacoity on gunpoint while taking away precious articles from his house---Validity---Justice of Peace, being quasi-judicial forum, had to pass such like orders judiciously and he had rightly appreciated the controversy between the parties keeping in view the commission of cognizable offence---Single Judge of High Court had referred the matter to the District Police Officer with the direction to summon both the parties, hear them out and proceed strictly in accordance with law without being prejudiced from the order passed by the Justice of Peace and disposed of the matter---Exercise undertaken by the Single Judge amounted to putting the cart before the horse---Genuineness or otherwise of the accusation made against the proposed accused was serious in nature, which required for thorough probe during investigation after registration of the case especially, when it was against the police officials---Single Judge had failed to appreciate the actual facts of the case and thereby committed material irregularity and illegality while passing the impugned order, which warranted interference---Order passed by Single Judge was set aside and the S.H.O. concerned was directed to record the statement of petitioner under S. 154, Cr.P.C. The appeal was granted under the given conditions.",0,1,0,0,0,0
223,395,"Ss. 265-K, 249-A & 561-A---Penal Code (XLV of 1860), S. 395---dacoity ---Provision(s) of S. 249-A or 265-K of the Criminal Procedure Code, 1898---Scope---Extra-ordinary circumstances---Prosecution case was that the petitioner/accused, along with co-accused duly armed with weapons entered into the house (house-in-question) and looted away valuable articles---Application under S. 265-K of the Criminal Procedure Code, 1898, filed by the petitioner/accused was declined by the Trial Court; he assailed said dismissal order before the High Court---Complainant asserted himself as a tenant at house-in-question(place of alleged occurrence) on behalf of a person with whom the petitioner/accused had civil/criminal litigations since long while he (accused) claimed himself to be the owner of house-in-question---Validity---Allegation(s) had been that of house-trespass and that of stealing away household articles etc.---Normally such allegations would require due trial but if the alleged accused, on the other hand, had been involved in litigation in respect of same premises (house-in-question) since purchase, then such case would be an exception because no offence of trespass could be made against occupant, claimed purchaser or tenant, even if such claim was under litigation; as such alleged occurrence could not constitute an act of trespass on the part of the accused---Even the complainant himself while recording his evidence adduced/suggested that accused persons had committed the occurrence directing the co-accused to vacate their house---Record revealed that as independent witnesses (Chowkidar etc.) had not supported the complainant's version so the report under S. 173, Cr.P.C, 1898, was submitted in A-Class (discharge of nominated accused)---Though the Court of Magistrate was competent to take cognizance on even a negative report (under S. 173, Cr.P.C, 1898), but said act never absolved the Court, while deciding an application under S. 249-A or 265-K of Cr.P.C, 1898, from examining the undeniable or undisputed documents/facts like one(s) relating to previous civil as well as criminal litigation amongst the parties---Court was also to weigh the possibility that prosecution would not be able to prove charge for any offence against the petitioner/accused even if the trial would have been allowed to continue---Present case was one of extraordinary circumstances, hence High Court quashed the proceedings of Trial Court against the petitioner/accused---Petition moved by the petitioner/accused under S. 561-A of the Cr.P.C, 1898, was allowed, in circumstances.",0,1,0,0,0,0
224,395,"Ss. 265-K, 249-A & 561-A---Penal Code (XLV of 1860), S. 395---dacoity ---Provision(s) of S. 249-A or 265-K of the Criminal Procedure Code, 1898---Scope---Exceptional circumstancesThe prosecution argued that the petitioner/accused, along with their co-accused, entered the house (referred to as the ""house-in-question"") armed with weapons and stole valuable items. The petitioner/accused filed an application under Section 265-K of the Criminal Procedure Code, 1898, which was rejected by the Trial Court. They then challenged this dismissal order in the High Court. The complainant claimed to be a tenant at the house-in-question, representing a person with whom the petitioner/accused had long-standing civil or criminal disputes. However, the accused themselves claimed to be the rightful owner of the house-in-question.The allegations in this case involve house-trespass and stealing household articles. Normally, such allegations would require a trial. However, if the accused person has been involved in a legal dispute regarding the same property since purchasing it, then this case would be an exception. In this situation, no offense of trespass can be made against the occupant, whether they are the claimed purchaser or tenant, even if their claim is under litigation. Therefore, the alleged occurrence cannot be considered an act of trespass by the accused. The complainant himself stated in his evidence that the accused persons committed the occurrence and instructed the co-accused to vacate the house.The records indicate that the complainant's version was not supported by independent witnesses, such as the Chowkidar. As a result, a report was submitted under Section 173 of the Criminal Procedure Code, 1898, classifying it as an A-Class case, which discharged the nominated accused. Although the Magistrate's Court had the authority to consider even a negative report under Section 173 of the Criminal Procedure Code, 1898, this did not exempt the Court from examining undeniable or undisputed documents or facts, such as those related to previous civil and criminal litigation between the parties, when deciding an application under Section 249-A or 265-K of the Criminal Procedure Code, 1898. The Court also had to consider the possibility that the prosecution would not be able to prove any charges against the petitioner/accused, even if the trial were allowed to continue.The current case involved exceptional circumstances, leading the High Court to invalidate the proceedings of the Trial Court against the petitioner/accused. The petitioner/accused's petition under Section 561-A of the Cr.P.C, 1898, was granted, given the circumstances.",0,1,0,0,0,0
589,397,"Ss. 302 & 397---Qanun-e-Shahadat (10 of 1984), Art. 129, Illustration (g)---Qatl-i-amd and robbery or Dacoity with attempt to cause death or grievous hurt---Appreciation of evidence---Complainant not an eye-witness---Best evidence, withholding of---Presumption---Accused was convicted by Trial Court for committing robbery with causing death and was sentenced to imprisonment for ten years---Validity---Complainant was not eye-witness of the occurrence and no eye-witness was cited in FIR---Subsequently, complainant introduced an eye-witness through his supplementary statement---Such kind of witness nominated later on through supplementary statement was made for the purpose to strengthen case of prosecution at the behest of police or some other ulterior motives---Such aspect was enough to shatter credibility of such witness---Material witnesses of secure and safe custody as well as safe transmission of crime weapon to Forensic Science Laboratory were not produced, which was a clear violation of provision of Art. 129, Illustration (g) of Qanun-e-Shahadat, 1984---Prosecution failed to establish charge against accused as the evidence was suffering from infirmities and there existed sufficient doubts in the case of the prosecution---Trial Court failed to extend benefit of doubts to the accused and judgment of Trial Court was suffering from misreading and non-appreciation of evidence available on record---High Court set aside conviction and sentence awarded by Trial Court and accused was acquitted of the charge---Appeal was allowed accordingly.",1,1,0,0,0,0
590,397,"Ss. 302 & 397---Qanun-e-Shahadat (10 of 1984), Art. 129, Illustration (g)---Qatl-i-amd and robbery or dacoity with the intent to cause death or serious bodily harm—Value of evidence—Non-eyewitness status of the complainant—Presumption regarding the withholding of the most compelling evidenceThe defendant was found guilty by the trial court of robbery with the intent to cause death and received a ten-year prison sentence. The conviction was valid.Complainant was not eye-witness of the occurrence and no eye-witness was cited in FIR---Subsequently, complainant introduced an eye-witness through his supplementary statement---Such kind of witness nominated later on through supplementary statement was made for the purpose to strengthen case of prosecution at the behest of police or some other ulterior motives---Such aspect was enough to shatter credibility of such witness---Material witnesses of secure and safe custody as well as safe transmission of crime weapon to Forensic Science Laboratory were not produced, which was a clear violation of provision of Art. 129, Illustration (g) of Qanun-e-Shahadat, 1984---Prosecution failed to establish charge against accused as the evidence was suffering from infirmities and there existed sufficient doubts in the case of the prosecution---Trial Court failed to extend benefit of doubts to the accused and judgment of Trial Court was suffering from misreading and non-appreciation of evidence available on record---High Court set aside conviction and sentence awarded by Trial Court and accused was acquitted of the charge---Appeal was allowed accordingly.",1,1,0,0,0,0
987,395,"Ss. 302(b), 457, 459, 460, 395, 337-A(i), 337-F(i), 337-H(ii), 148 & 149---Qatl-i-amd, lurking house-trespass or house-breaking by night in order to commit offence punishable with imprisonment, hurt caused whilst committing lurking house trespass or house breaking, all persons jointly concerned in lurking house trespass or house breaking by night punishable for qatl or hurt caused by one of them, Dacoity , shajjah-e-madihah, ghayr-jaifah-damiyah, rash or negligent act to endanger human life or personal safety of others, rioting armed with deadly weapon, unlawful assembly---Appreciation of evidence---Benefit of doubt---Accused was charged that he along with co-accused persons while armed with deadly weapons entered into the premises of complainant party for stealing cattle, they challenged them, accused party made firing upon complainant party, due to which, father and brother of complainant died while other sustained injuries---Record showed that the complainant and witnesses admitted that direct complaint in respect of the same offence was filed against some other accused persons by showing that police had not registered their FIR as per their verbatim---Complainant and witnesses, during cross-examination, had admitted that complainant party made compromise with those accused persons and thereafter withdrew the direct complaint which clearly showed that facts mentioned in the FIR were concocted---Said point alone made the entire case of prosecution as doubtful---Circumstances established that the prosecution had failed to prove its case against the accused beyond any reasonable doubt---Appeal against conviction was allowed, in circumstances.",1,1,0,0,0,0
988,395,"Ss. 302(b), 457, 459, 460, 395, 337-A(i), 337-F(i), 337-H(ii), 148 & 149---Qatl-i-amd, Engaging in nighttime house-trespass or house-breaking with the intent to commit an offense punishable by imprisonment; causing bodily harm during the commission of such offenses; all individuals jointly involved in nighttime house-trespass or house-breaking; engaging in dacoity; committing rash or negligent acts that endanger human life or the personal safety of others; rioting armed with lethal weapons;The value of evidence—The advantage of dispute---The accused and co-accused entered the premises of the complainant party while armed with lethal weapons in an attempt to steal cattle. When the complainant party challenged the accused, the accused fired upon the complainant party, resulting in the deaths of the complainant's father and brother and the injury of others.---The record indicated that the complainant and witnesses admitted that a direct complaint regarding the same offence had been filed against other accused persons by demonstrating that the police had not registered their FIR in accordance with their verbatim statements. During cross-examination, the complainant and witnesses admitted that the complainant party had reached a compromise with the accused persons and subsequently retracted the direct complaint, which demonstrated unequivocally that the facts stated in the FIR were fabricated.",1,1,0,0,0,0
1461,396,"S. 497---Penal Code (XLV of 1860), 302, 324, 404, 436, 427, 353, 395, 396, 148 & 149---Anti-Terrorism Act (XXVII of 1997), S. 7---Qatl-i-amd, attempt to commit qatl-i-amd, dishonestly receiving stolen property, mischief by fire or explosive substance with intent to destroy house, mischief causing damage to the amount of fifty rupees, assault or criminal force to deter public servant from discharge of his public duty, Dacoity , Dacoity with murder, rioting armed with deadly weapon, unlawful assembly, act of terrorism---Bail, grant of---Ground of statutory delay---Long incarceration---Scope---Allegation against the accused was that they attacked on police party, put the police official into the mobile and set the mobile on fire, took the weapons of police, motorcycle and wireless, police also made firing in retaliation, due to which five police officials died and many were injured---Record showed that High Court originally rejected the applicants' bail on merits, however the Supreme Court over 9 years ago directed the trial to be completed within 6 months---Record transpired that there still remained fifteen witnesses to be examined and as could be seen from the FIR there were many absconding accused who could be arrested and the trial would restart again from scratch as had happened twice in the past---Both the applicants had only been given a general role in the FIR as opposed to a specific role in killing any of the police men and that no witness so far had deposed to that effect against either of them---Petitioners/accused had been in jail for eleven and over nine years respectively and no delay had been caused on their part or the part of their counsel in concluding the trial as conceded by the State counsel---Fact remained that the trial was unlikely to conclude in the foreseeable future---Based on Art. 10-A of the Constitution, the delay in conclusion the trial had reached shocking levels---No one could be incarcerated indefinitely pending the conclusion of trial and bail could not be refused as a punishment---Bail application was allowed, in circumstances.",1,1,0,0,0,0
1462,396,"S. 497---Penal Code (XLV of 1860), 302, 324, 404, 436, 427, 353, 395, 396, 148 & 149---Anti-Terrorism Act (XXVII of 1997), S. 7---Qatl-i-amd, attempt to commit qatl-i-amd, receiving stolen property dishonestly, causing damage totaling fifty rupees through mischief caused by fire or explosive substance with the intention of destroying a house, assaulting or using criminal force to prevent a public servant from performing his official duties, engaging in dacoity, dacoity with murder, rioting armed with deadly weapons, unlawful assembly, or an act of terrorism.---Adjudication of bail—Cause of statutory postponement—Extensive incarceration—Area of concernThe accused were charged with assaulting a police party, igniting a mobile phone containing a police official, stealing their firearms, motorcycle, and wireless, and causing the police to retaliate with gunfire; as a result, five police officials were killed and numerous others were injured.According to the record, the High Court initially denied the applicants' parole on the merits; however, the Supreme Court mandated the trial to be concluded within six months more than nine years ago.It came to light that there were fifteen witnesses yet to be questioned, and the FIR revealed that there were numerous absconding suspects who could be apprehended and the trial would be recommenced from the beginning, as had occurred twice previously. Both applicants were only assigned a general role in the FIR, not a specific role in the murder of any police officers, and no witness had yet deposed to that effect against either of them.The protracted duration of the trial had escalated to alarming proportions, in violation of Article 10-A of the Constitution. It is impermissible to detain an individual indefinitely pending the verdict of the trial, and bail cannot be denied as a form of punishment. In the given circumstances, the bail application was granted.",1,1,0,0,0,0
1426,395,"Ss. 302, 324, 353, 395, 399, 402, 148 & 149---Anti-Terrorism Act (XXVII of 1997), S. 7---Qatl-i-amd, attempt to commit qatl-i-amd, assault or criminal force to deter public servant from discharge of his duty, Dacoity , making preparation for Dacoity , assembling for purpose of committing Dacoity , rioting armed with deadly weapon, unlawful assembly, act of terrorism---Appreciation of evidence---Benefit of doubt---Case involving murder of a Police Official---Investigation by the same police---Lack of independent investigation---Accused were charged that they made firing upon the police party, due to which one Police Constable was hit and died and they also took the official rifle---In the present case, the investigation had been carried out by the same police---Such investigation could not be termed as honest investigation as evidence of Police officials appeared to be unnatural and unbelievable---Standard of proof should have been far higher as compared to any other criminal case when according to prosecution, it was a police case in which one Police Constable was murdered---Thus, it was desirable and even imperative that such case should have been investigated by some other agency, as police in such case could not have been investigators of their own case---Such investigation lacked independent character and conviction could not be based on the basis of such investigation, when it was riddled with many lacunas---Circumstances established that the prosecution had failed to prove the guilt of the accused---Appeal against conviction was allowed accordingly.",1,1,0,0,0,0
1427,395,"Ss. 302, 324, 353, 395, 399, 402, 148 & 149---Anti-Terrorism Act (XXVII of 1997), S. 7---Qatl-i-amd, attempt to commit qatl-i-amd, assault or the use of criminal force to prevent a public official from carrying out their duty, the act of committing robbery with violence, preparing for robbery with violence, gathering with the intention of committing robbery with violence, engaging in rioting while armed with a lethal weapon, participating in an unlawful assembly, and engaging in acts of terrorism---Evaluation of evidence---Presumption of innocence where there is uncertainty---Investigation into the murder of a police official conducted by the same police department.Insufficient presence of autonomous inquiry---The accused have been charged with firing upon the police party, resulting in the death of a Police Constable, as well as the theft of an official rifle. It is worth noting that the investigation in this case was conducted by the same police force.This investigation cannot be considered as a genuine inquiry, as the evidence provided by the police officers seemed contrived and implausible.The standard of proof should have been significantly higher in this criminal case compared to others, as it involved the murder of a police constable. Therefore, it was necessary and even essential for the case to be investigated by a different agency, as the police could not impartially investigate their own case. The investigation lacked independence, and the conviction could not be based on such an investigation, which had many gaps and inconsistencies. The circumstances clearly showed that the prosecution had failed to prove the guilt of the accused. Consequently, the appeal against the conviction was granted.",1,1,0,0,0,0
594,395,"Ss. 365-A, 395, 342 & 149---Anti-Terrorism Act (XXVII of 1997), S. 7---Kidnapping or abducting for extorting property, valuable securities, Dacoity , wrongful confinement, unlawful assembly, acts of terrorism---Appreciation of evidence---Benefit of doubt---Delay of about four months in lodging the FIR---Scope---Prosecution case was that the accused kept the complainant and his cousin in their captivity for a period of one month and twenty three days and demanded ransom, which was paid, and when the accused were about to release the abductees, police came to the scene and an encounter took place---First Information Report was delayed for about four months without any plausible explanation for the same---Admittedly, in such types of offences, the anxiety of the relatives of abductees was regarding their safe recovery due to which the FIR was usually delayed till the recovery of the abductees---Nonetheless, in the present case allegedly the complainant and his cousin were recovered during an alleged police encounter---Even then the complainant party remained tongue-tied for another period of about one and half months without any reason---Said silence spoke loudly regarding the reliability of the prosecution's story---Circumstances established that the prosecution had failed to prove its case against the accused---Appeal against conviction was allowed, in circumstances.",0,1,0,0,0,1
595,395,"Ss. 365-A, 395, 342 & 149---Anti-Terrorism Act (XXVII of 1997), S. 7---Kidnapping or abducting for extorting property, valuable securities, Dacoity , wrongful confinement, unlawful assembly, acts of terrorism---Appreciation of evidence---Benefit of doubt---There was a four-month lag in filing the FIR—Area of Concern—The prosecution claimed that the accused held the complainant and his cousin for one month and twenty-three days, demanded ransom, which was paid. Just before the accused were about to release the abductees, police arrived and had an encounter. The First Information Report was delayed for approximately four months without a reasonable explanation. It is understood that in cases like these, the relatives of the abductees are anxious about their safe recovery, so the FIR is typically delayed until the abductees are recovered. However, in this case, the complainant and his cousin were allegedly recovered during an encounter with the police. Even then, the complainant party remained speechless for another four months.The prosecution's inaction spoke volumes about the credibility of its evidence; the facts demonstrated that it had failed to prove its case; and an appeal against the conviction was permissible under the given conditions.",0,1,0,0,0,1
764,395,"S. 497(1), first proviso---Penal Code (XLV of 1860), Ss. 395 & 412---Constitution of Pakistan, Art. 185(3)---Dacoity ---Female accused---Bail, grant of---In cases of women as mentioned in the first proviso to section 497(1), Cr.P.C, irrespective of the category of the offence, bail was to be granted as a rule and refused as an exception---Persons involved in the commission of offences of robbery or Dacoity were usually professional criminals and there was a likelihood that they would repeat the offence if enlarged on bail, but the case of the present female-accused was distinguishable as she was working as a maid in the house of the complainant as per his own version, therefore, she did not appear to be a professional robber or dacoit and the Court did not find likelihood of her repeating the offence if released on bail---Petition for leave to appeal was converted onto appeal and allowed, and accused was admitted to post-arrest bail.",0,1,0,0,0,0
765,395,"S. 497(1), first proviso---Penal Code (XLV of 1860), Ss. 395 & 412---Constitution of Pakistan, Art. 185(3)---Dacoity ---Woman accused---Bail, the provision of release from custody pending trial or other legal proceedings.According to section 497(1) of the Criminal Procedure Code, women accused of crimes were generally granted bail, regardless of the severity of the offense, except in certain circumstances. In the case of the female accused mentioned here, she was working as a maid in the complainant's house, which made her situation different from that of a professional robber or dacoit. The court did not believe she would commit the offense again if released on bail. Therefore, the petition for leave to appeal was converted into an appeal, and the accused was granted bail after her arrest.",0,1,0,0,0,0
397,376,"S. 497(2)---Penal Code (XLV of 1860), Ss. 376 & 292---Constitution of Pakistan, Art. 185(3)---rape , sharing explicit videos and pictures of a rape victim---Bail, grant of---Further inquiry---Allegedly the accused committed rape with the complainant 2/3 months prior to lodging of the FIR but no specific date and time of the alleged occurrence had been disclosed---Complainant did not utter even a single word for the delay in lodging the FIR---During medical examination of the complainant, the lady doctor found no visible redness, abrasion, bruise, laceration, tear or any other violence mark on the body of the alleged victim---Hymen was found to be old ruptured and there was no sign of bleeding---Neither any DNA test nor grouping test of the semen had been conducted---In the absence of grouping test of the semen, it could not be held with certainty that the victim was subjected to zina by the accused especially when she was admittedly a married woman---Although, the video of the alleged occurrence was sent to the Forensic Science Laboratory (FSL) for analysis but the report showed that the video was created about seven months prior to the registration of the FIR, which prima facie contradicted the prosecution story---Prosecution showed its ignorance to the query whether the mobile from which the video and explicit pictures were made belonged to the accused---Mobile phone/instrument had also not been sent to FSL for analysis---Accused was behind the bars for the last one year---Case of the accused squarely fell within the ambit of section 497(2), Cr.P.C calling for further inquiry into his guilt---Petition for leave to appeal was converted into appeal and allowed, and accused was admitted to bail.",0,0,1,0,0,0
398,376,"S. 497(2)---Penal Code (XLV of 1860), Ss. 376 & 292---Constitution of Pakistan, Art. 185(3)---Rape , sharing explicit videos and pictures of a Rape victim---Bail, grant of---Further inquiry---The accused allegedly committed rape with the complainant 2/3 months prior to the filing of the FIR, but no specific date and time of the alleged occurrence were disclosed---The complainant did not utter a single word about the delay in filing the FIR---During the complainant's medical examination, the lady doctor discovered no visible redness, abrasion, bruise, laceration, tear, or any other violence mark on the alleged victim's body---The hymen was discovered to be old and ruptured, with no sign of bleeding---No DNA test or grouping test of the semen had been performed---In the absence of a grouping test of the semen, it could not be held with certainty that the victim was subjected to zina by the accused, especially since she was admittedly a married woman---Although the video of the alleged occurrence was sent to the Forensic Science Laboratory (FSL) for analysis, the report revealed that the video was created about seven months prior to the registration of the FIR, which contradicted the prosecution story---The prosecution demonstrated its ignorance to the question of whether the mobile phone from which the video and explicit pictures were taken belonged to the accused---The mobile phone/instrument had also not been sent to the FSL for analysis.",0,0,1,0,0,0
655,376,"S. 376---Rape ---Appreciation of evidence---Prompt FIR---Solitary statement---Negative DNA report---Effect---Police party was patrolling in the area where they found complainant who informed while weeping that she was subjected to Rape by three accused and at the spot pointed out towards them---Accused persons were arrested at the spot while the third accused escaped from the place of incident, so the matter was reported with remarkable promptitude in which the details of the incident were given by prosecutrix in the natural manner and her testimony was confirmed by the police personnel, who were patrolling the area---No ill will or acrimony had been alleged by the accused persons against the police---Argument that DNA (Deoxyribonucleic Acid) report did not connect the accused with the commission of offence was of no substance as number of factors could contribute in a negative finding vis-…-vis matching DNA profile and even slightest interference in handling the samples could alter the result of DNA report---Solitary statement of victim, if rang true, could be relied upon for the purpose of conviction--- Appeal was dismissed.",0,0,1,0,0,0
656,376,"S. 376---Rape ---Appreciation of evidence---Prompt FIR---Solitary statement---Negative DNA report---Effect---Police party was patrolling in the area when they found complainant who informed them while weeping that she had been subjected to rape by three accused and at the spot pointed out towards them---Accused persons were arrested at the spot while the third accused escaped from the scene of the incident, so the matter was reported with remarkable promptitude in which the details of the incident were given by prosecutrix in the natural manner and her testimony was confirmed by the police. The accused has made no allegations of malice or animosity toward the police---The argument that the DNA (Deoxyribonucleic Acid) report did not link the accused to the commission of the crime was without merit because a variety of factors could contribute to a negative finding vis-à-vis matching DNA profiles, and even minor interference in handling the samples could alter the DNA report's outcome.---A single victim's statement, if genuine, may be used to support a conviction--- The appeal was denied.",0,0,1,0,0,0
